x,y,z,target
4,76,92,432
99,24,22,213
41,78,77,428
94,13,71,333
78,13,6,122
39,41,16,169
82,3,6,106
21,15,0,51
47,47,59,318
18,36,82,336
25,72,2,175
69,0,95,354
75,86,28,331
25,13,38,165
25,95,95,500
7,66,1,142
10,66,96,430
74,60,16,242
15,60,3,144
45,94,98,527
12,12,2,42
60,18,0,96
92,85,94,544
62,53,90,438
85,82,39,366
9,76,64,353
86,20,42,252
19,65,46,287
54,1,39,173
43,93,28,313
82,43,81,411
86,61,51,361
67,82,56,399
89,95,75,504
27,41,69,316
33,86,33,304
81,96,85,528
63,38,94,421
23,79,3,190
43,49,79,378
15,19,50,203
87,98,48,427
51,34,28,203
48,25,23,167
49,15,90,349
17,62,25,216
68,82,11,265
98,76,43,379
77,88,55,418
65,84,24,305
84,60,27,285
99,17,38,247
7,1,65,204
49,40,80,369
52,83,90,488
11,10,83,280
92,95,42,408
59,71,39,318
1,16,80,273
69,64,81,440
32,95,33,321
22,0,24,94
11,47,46,243
71,97,93,544
11,82,67,376
7,36,13,118
17,90,94,479
67,55,42,303
15,98,5,226
33,88,7,230
4,15,6,52
55,65,67,386
91,43,63,366
38,81,66,398
42,89,75,445
16,86,92,464
68,39,39,263
94,31,59,333
67,41,18,203
30,23,40,196
37,38,22,179
92,62,83,465
90,75,54,402
74,68,75,435
83,62,95,492
87,73,16,281
37,91,16,267
26,50,54,288
1,14,58,203
44,44,47,273
62,35,63,321
61,94,40,369
91,4,56,267
78,54,6,204
26,84,96,482
32,9,91,323
2,35,41,195
0,30,6,78
76,10,76,324
76,24,71,337
21,77,17,226
91,41,7,194
95,44,38,297
30,73,41,299
43,1,25,120
47,52,9,178
34,22,54,240
84,22,44,260
35,30,84,347
14,42,15,143
30,62,92,430
0,32,48,208
62,74,64,402
47,78,65,398
75,97,82,515
34,24,84,334
30,7,6,62
73,28,86,387
7,93,32,289
60,38,31,229
57,79,88,479
96,32,0,160
63,69,36,309
91,82,69,462
62,40,34,244
12,75,74,384
92,87,11,299
90,81,52,408
60,96,16,300
44,2,70,258
19,37,72,309
83,51,81,428
85,68,49,368
63,69,15,246
89,16,23,190
91,62,56,383
87,24,35,240
89,27,55,308
59,7,78,307
96,38,29,259
67,20,13,146
7,94,6,213
0,92,53,343
31,77,7,206
61,62,91,458
65,44,37,264
52,75,85,457
30,11,20,112
22,35,64,284
55,57,53,328
33,19,64,263
32,48,89,395
7,40,61,270
0,3,43,135
35,0,70,245
64,47,23,227
38,47,57,303
40,1,55,207
37,87,88,475
18,90,41,321
74,93,85,515
8,42,95,377
54,1,65,251
73,21,25,190
23,43,37,220
33,92,33,316
99,13,82,371
23,60,98,437
81,24,3,138
25,71,90,437
50,56,77,393
26,27,60,260
18,97,67,413
25,82,22,255
60,73,70,416
7,82,31,264
98,87,10,302
90,68,11,259
68,99,8,290
48,95,30,328
23,69,63,350
70,46,84,414
76,3,28,166
94,24,86,400
41,89,95,504
16,99,31,307
38,72,25,257
18,33,22,150
50,64,67,379
71,45,36,269
96,93,84,534
9,39,10,117
72,74,58,394
70,83,4,248
5,3,14,53
96,53,57,373
27,1,76,257
37,76,48,333
57,10,29,164
20,95,30,300
17,95,36,315
30,75,60,360
39,3,95,330
98,68,27,315
50,62,93,453
8,33,71,287
20,16,82,298
63,57,76,405
72,66,55,369
81,56,94,475
13,34,79,318
90,87,19,321
99,52,56,371
76,28,47,273
96,91,73,497
62,2,68,270
92,39,40,290
18,6,17,81
61,8,28,161
18,52,47,263
13,42,54,259
74,94,3,271
10,86,88,446
88,61,43,339
81,81,38,357
67,66,19,256
9,46,91,374
98,50,51,351
59,25,64,301
97,73,45,378
21,84,49,336
62,58,98,472
65,99,47,404
4,56,47,257
62,83,45,363
15,86,1,190
19,68,9,182
37,33,88,367
52,13,9,105
16,9,22,100
86,83,31,345
32,5,51,195
24,97,23,287
68,69,24,278
93,61,27,296
3,7,89,284
52,29,55,275
17,58,22,199
33,62,48,301
24,88,47,341
80,16,92,388
53,38,2,135
74,46,39,283
32,81,73,413
14,63,81,383
39,42,10,153
88,49,87,447
29,83,20,255
41,51,59,320
2,11,40,144
64,53,81,413
19,72,38,277
68,88,87,505
16,29,23,143
20,58,35,241
62,19,82,346
35,94,95,508
14,55,40,244
78,13,50,254
55,32,75,344
92,83,38,372
93,51,9,222
92,54,19,257
85,0,5,100
42,22,20,146
83,67,58,391
3,25,0,53
51,1,33,152
50,2,16,102
18,36,10,120
62,3,19,125
17,15,28,131
36,85,29,293
96,22,73,359
14,15,64,236
26,45,28,200
76,49,51,327
3,35,88,337
75,35,99,442
38,87,42,338
45,18,59,258
67,31,36,237
22,38,70,308
74,2,31,171
73,50,59,350
82,73,71,441
74,67,18,262
7,56,27,200
29,70,53,328
55,91,61,420
8,6,92,296
71,21,15,158
57,83,79,460
55,61,50,327
49,97,96,531
77,3,65,278
13,79,7,192
26,84,4,206
5,71,92,423
5,4,26,91
42,77,61,379
17,13,66,241
77,65,34,309
22,42,18,160
24,69,85,417
49,95,98,533
27,50,3,136
18,8,13,73
76,94,72,480
30,94,1,221
43,85,76,441
15,13,94,323
93,18,0,129
79,87,22,319
69,62,69,400
7,19,56,213
40,69,51,331
67,78,87,484
64,12,90,358
67,63,85,448
50,5,35,165
43,43,25,204
57,64,87,446
48,87,69,429
92,30,34,254
64,85,2,240
48,83,73,433
58,4,57,237
47,0,95,332
42,65,24,244
45,68,17,232
59,69,19,254
4,50,70,314
75,64,41,326
87,8,2,109
38,14,88,330
21,47,54,277
7,66,26,217
93,4,55,266
47,37,0,121
0,93,69,393
40,6,66,250
56,17,5,105
30,34,6,116
47,73,39,310
2,72,9,173
92,60,54,374
55,47,78,383
6,54,82,360
97,47,53,350
34,75,52,340
32,9,28,134
39,43,38,239
93,20,98,427
40,7,56,222
6,46,79,335
27,33,28,177
34,47,62,314
27,27,35,186
64,31,26,204
15,64,84,395
67,51,35,274
85,23,57,302
23,6,35,140
24,39,61,285
84,34,72,368
93,39,67,372
90,93,96,564
55,50,79,392
5,92,76,417
62,77,86,474
44,66,10,206
12,30,52,228
69,7,71,296
85,32,49,296
47,73,91,466
58,70,99,495
37,5,50,197
49,69,12,223
75,42,84,411
38,34,62,292
29,28,16,133
53,31,8,139
71,59,15,234
82,81,73,463
90,46,30,272
48,66,67,381
91,59,53,368
7,93,6,211
27,19,90,335
17,21,99,356
52,12,73,295
73,60,20,253
67,92,17,302
69,57,19,240
61,85,83,480
49,69,98,481
13,12,99,334
8,80,84,420
48,47,73,361
49,13,80,315
50,66,49,329
6,0,24,78
49,81,96,499
78,76,52,386
84,44,57,343
7,86,72,395
57,78,65,408
8,60,17,179
72,36,9,171
15,50,52,271
3,16,98,329
74,37,0,148
66,66,33,297
53,72,54,359
86,27,88,404
89,52,70,403
96,45,32,282
24,1,89,293
12,1,24,86
67,33,28,217
82,50,14,224
37,66,33,268
85,7,76,327
59,54,43,296
61,64,27,270
3,0,81,246
76,94,84,516
40,29,73,317
62,32,57,297
16,36,36,196
58,65,34,290
8,88,50,334
20,40,15,145
33,58,31,242
87,36,81,402
35,96,4,239
35,72,57,350
2,20,97,333
39,16,21,134
21,56,18,187
26,6,50,188
98,14,4,138
41,23,82,333
8,37,0,82
18,50,9,145
17,93,45,338
92,46,41,307
0,74,84,400
18,73,94,446
8,37,66,280
35,92,68,423
13,16,24,117
27,91,95,494
71,47,76,393
14,30,35,179
45,25,90,365
79,68,56,383
68,18,0,104
96,79,51,407
82,47,45,311
92,78,35,353
14,0,35,119
0,48,36,204
86,57,6,218
97,96,62,475
91,31,12,189
17,83,2,189
74,89,18,306
69,95,8,283
67,9,22,151
79,1,9,108
40,81,98,496
9,31,6,89
86,46,3,187
8,45,86,356
65,31,37,238
79,14,54,269
84,90,13,303
86,14,20,174
33,99,95,516
97,98,29,380
76,17,82,356
5,42,62,275
33,45,39,240
88,14,55,281
55,12,55,244
51,84,81,462
21,92,53,364
71,7,7,106
76,72,73,439
63,77,0,217
53,67,40,307
61,76,45,348
35,38,39,228
50,59,42,294
49,55,93,438
93,78,23,318
30,95,40,340
28,40,63,297
34,62,72,374
6,12,92,306
24,63,4,162
29,53,51,288
67,66,23,268
72,95,8,286
30,2,23,103
8,96,49,347
23,87,95,482
23,61,28,229
59,84,38,341
99,96,26,369
25,72,45,304
53,30,16,161
88,32,46,290
42,86,19,271
46,51,31,241
21,63,26,225
95,6,96,395
63,16,79,332
5,38,22,147
24,54,36,240
9,99,73,426
60,78,57,387
98,69,6,254
85,10,91,378
27,79,21,248
1,55,90,381
16,71,17,209
69,59,79,424
73,65,20,263
63,68,33,298
4,51,76,334
4,42,85,343
59,67,72,409
84,34,65,347
46,64,57,345
31,34,70,309
27,85,61,380
48,46,47,281
85,77,12,275
75,15,42,231
99,19,83,386
81,18,15,162
31,29,58,263
24,82,61,371
9,85,15,224
61,47,25,230
73,80,87,494
56,67,68,394
36,72,13,219
17,32,18,135
69,63,51,348
82,18,87,379
68,19,66,304
13,54,73,340
28,36,5,115
5,29,41,186
86,8,41,225
6,22,9,77
35,49,60,313
82,31,53,303
75,76,29,314
60,48,94,438
30,12,95,339
37,80,64,389
19,60,15,184
29,31,61,274
80,30,68,344
83,67,77,448
22,34,15,135
3,61,98,419
33,89,40,331
91,58,72,423
95,83,78,495
38,51,46,278
79,56,2,197
50,26,59,279
35,40,67,316
60,15,92,366
99,61,48,365
69,7,64,275
78,51,43,309
1,93,80,427
37,63,12,199
16,21,65,253
87,99,19,342
33,72,55,342
37,33,98,397
28,88,25,279
42,75,49,339
60,86,29,319
29,10,22,115
70,76,16,270
61,24,62,295
48,99,30,336
90,84,47,399
10,9,10,58
79,85,21,312
94,26,75,371
76,24,54,286
76,69,94,496
99,18,40,255
82,78,35,343
89,53,47,336
90,72,35,339
58,65,4,200
33,66,13,204
47,12,29,158
91,83,63,446
22,33,65,283
36,35,63,295
72,28,95,413
90,30,33,249
63,58,44,311
84,33,76,378
5,73,95,436
3,52,84,359
16,56,96,416
84,81,4,258
29,32,31,186
30,88,43,335
68,39,59,323
10,0,8,34
9,70,3,158
5,96,61,380
4,63,15,175
61,91,14,285
10,21,96,340
13,1,36,123
53,91,16,283
73,75,51,376
90,15,78,354
9,8,40,145
64,29,47,263
26,92,3,219
73,61,24,267
14,90,3,203
7,81,71,382
51,89,67,430
68,90,11,281
23,48,47,260
73,50,20,233
87,58,4,215
60,11,23,151
14,12,62,224
78,74,11,259
87,53,56,361
76,92,67,461
13,48,23,178
50,47,32,240
24,42,74,330
6,64,54,296
23,30,83,332
6,60,28,210
1,69,34,241
30,67,12,200
60,9,95,363
57,58,24,245
93,35,93,442
27,59,15,190
41,42,95,410
23,13,16,97
83,31,81,388
94,40,91,447
90,49,88,452
25,34,0,93
18,42,70,312
56,98,5,267
1,95,33,290
50,68,12,222
87,55,50,347
85,42,6,187
44,39,51,275
69,70,25,284
18,55,33,227
80,8,85,351
24,71,82,412
98,97,77,523
72,67,56,374
68,58,79,421
46,92,7,251
94,44,22,248
71,62,61,378
18,26,36,178
38,25,51,241
9,46,98,395
48,37,20,182
42,20,69,289
74,37,56,316
24,67,52,314
17,79,36,283
20,28,93,355
45,84,83,462
12,85,37,293
93,39,36,279
59,43,72,361
38,54,68,350
35,99,53,392
46,26,2,104
58,96,76,478
24,97,34,320
70,43,57,327
8,48,41,227
24,17,3,67
21,78,63,366
56,78,60,392
3,92,7,208
22,34,48,234
95,30,50,305
5,88,49,328
49,89,1,230
34,33,96,388
41,93,34,329
26,83,27,273
74,98,0,270
48,74,15,241
59,22,42,229
0,94,3,197
97,93,99,580
1,29,38,173
27,42,95,396
79,51,67,382
15,92,31,292
58,73,78,438
20,37,87,355
51,40,9,158
65,69,1,206
88,39,84,418
52,78,8,232
9,85,33,278
75,76,94,509
54,94,61,425
22,26,84,326
85,81,68,451
5,51,32,203
41,6,40,173
83,74,58,405
69,99,6,285
71,35,52,297
94,48,81,433
19,40,23,168
83,83,34,351
13,83,88,443
91,76,55,408
4,12,40,148
94,95,53,443
4,74,73,371
45,33,62,297
62,19,3,109
96,28,47,293
7,44,14,137
18,11,6,58
37,11,86,317
72,59,16,238
61,67,88,459
76,45,65,361
31,0,13,70
94,3,76,328
65,39,8,167
48,30,5,123
26,82,14,232
47,19,7,106
59,57,17,224
16,31,87,339
47,51,36,257
48,37,14,164
93,36,84,417
98,51,59,377
85,13,4,123
81,4,65,284
43,2,64,239
41,38,59,294
42,22,4,98
21,37,28,179
51,54,70,369
66,9,38,198
85,66,51,370
11,93,84,449
60,58,13,215
27,25,83,326
67,68,62,389
88,45,70,388
66,71,94,490
18,42,49,249
26,63,49,299
64,59,8,206
4,66,49,283
28,79,96,474
85,15,73,334
58,81,4,232
5,10,45,160
90,16,41,245
68,78,9,251
92,79,63,439
26,47,88,384
59,46,52,307
87,11,41,232
7,2,36,119
27,26,66,277
92,21,57,305
53,20,80,333
29,65,12,195
38,76,9,217
51,17,13,124
42,53,7,169
56,32,54,282
3,96,46,333
65,58,98,475
83,75,20,293
29,15,56,227
97,56,4,221
69,34,99,434
30,92,11,247
52,4,74,282
45,24,38,207
1,13,97,318
69,4,62,263
25,6,79,274
70,3,86,334
77,20,47,258
86,85,45,391
2,98,15,243
83,63,16,257
63,20,76,331
64,49,43,291
52,62,73,395
49,86,79,458
78,58,96,482
22,81,16,232
36,5,83,295
57,47,56,319
11,12,3,44
83,47,58,351
21,59,17,190
28,47,68,326
98,15,46,266
96,68,15,277
28,82,26,270
27,95,42,343
52,2,40,176
6,87,25,255
99,24,99,444
80,8,16,144
47,54,72,371
31,55,60,321
72,72,28,300
37,12,11,94
25,78,17,232
54,76,80,446
46,12,61,253
34,86,40,326
7,9,78,259
50,16,5,97
47,94,32,331
15,15,35,150
30,28,23,155
74,39,19,209
11,54,15,164
45,26,51,250
58,55,95,453
65,84,55,398
55,44,8,167
82,89,1,263
93,60,14,255
40,96,91,505
87,13,77,344
96,42,19,237
61,87,73,454
78,30,16,186
42,31,30,194
61,84,66,427
1,85,98,465
28,74,32,272
19,47,32,209
10,6,49,169
90,78,13,285
77,19,2,121
76,50,20,236
6,46,41,221
34,9,42,178
55,90,83,484
23,84,99,488
55,7,95,354
53,25,49,250
5,42,61,272
67,21,44,241
64,61,11,219
79,3,60,265
44,25,90,364
98,41,3,189
23,3,65,224
36,74,74,406
2,44,72,306
21,75,1,174
23,2,70,237
26,24,83,323
42,54,26,228
72,97,70,476
83,68,20,279
19,13,52,201
1,44,67,290
79,92,3,272
34,57,83,397
42,11,36,172
46,65,82,422
80,41,40,282
8,94,15,241
64,47,78,392
95,12,26,197
0,25,8,74
72,17,35,211
43,44,13,170
95,21,61,320
94,87,65,463
48,95,63,427
24,86,58,370
21,31,2,89
17,65,0,147
48,82,70,422
21,53,9,154
54,17,38,202
90,70,66,428
17,66,45,284
29,27,69,290
79,28,27,216
59,0,10,89
41,29,69,306
96,32,54,322
45,2,99,346
94,52,51,351
24,97,91,491
74,12,30,188
33,21,19,132
91,96,97,574
4,76,36,264
50,90,41,353
9,86,89,448
78,57,27,273
32,63,10,188
66,28,93,401
0,83,95,451
20,23,11,99
12,87,77,417
17,42,68,305
29,98,67,426
77,38,2,159
7,39,92,361
76,88,36,360
25,46,99,414
2,87,59,353
43,16,94,357
6,61,40,248
44,44,42,258
56,30,75,341
89,34,73,376
35,31,90,367
49,49,18,201
99,90,46,417
22,71,28,248
65,44,36,261
39,42,71,336
32,18,50,218
35,14,2,69
12,99,43,339
90,66,90,492
79,67,17,264
51,31,75,338
79,46,74,393
93,95,73,502
5,78,6,179
42,1,49,191
25,33,12,127
52,27,64,298
16,71,12,194
46,58,86,420
13,66,56,313
37,89,69,422
90,61,35,317
47,80,60,387
21,51,16,171
90,93,54,438
6,17,73,259
81,77,11,268
55,40,63,324
37,62,2,167
96,17,46,268
23,91,42,331
22,41,38,218
63,51,76,393
82,3,9,115
74,32,30,228
32,47,94,408
53,1,57,226
29,16,70,271
75,16,71,320
44,45,40,254
2,69,77,371
79,29,29,224
31,29,71,302
68,65,21,261
71,15,82,347
97,30,97,448
55,33,34,223
70,40,62,336
34,43,33,219
70,33,22,202
12,48,71,321
24,21,17,117
54,20,69,301
5,28,68,265
35,44,41,246
28,45,80,358
70,32,67,335
75,23,62,307
29,47,35,228
64,12,84,340
18,6,28,114
84,31,79,383
79,49,40,297
32,10,96,340
32,78,74,410
81,43,32,263
81,47,38,289
22,53,0,128
39,59,30,247
42,27,26,174
29,72,96,461
50,19,28,172
36,29,83,343
86,46,7,199
56,39,93,413
18,18,67,255
54,40,30,224
66,94,92,530
23,97,90,487
87,41,17,220
68,71,40,330
19,90,55,364
94,8,46,248
20,14,68,252
32,71,67,375
13,60,28,217
32,48,42,254
59,42,15,188
95,68,50,381
81,62,2,211
57,39,28,219
42,54,60,330
91,19,75,354
49,93,3,244
42,60,88,426
94,73,69,447
91,27,85,400
48,53,14,196
24,5,7,55
13,50,27,194
68,38,93,423
88,21,99,427
19,84,47,328
9,57,92,399
92,70,94,514
82,22,26,204
93,68,58,403
58,90,49,385
59,50,80,399
19,78,16,223
2,38,37,189
73,7,89,354
89,14,77,348
15,52,80,359
28,19,46,204
49,37,78,357
3,85,56,341
17,83,77,414
3,38,99,376
90,31,66,350
75,76,7,248
28,48,66,322
65,13,69,298
78,45,5,183
21,40,12,137
44,51,35,251
7,63,2,139
85,62,6,227
8,35,43,207
14,53,37,231
64,0,75,289
76,2,16,128
15,20,41,178
98,93,29,371
45,2,59,226
44,38,37,231
44,17,38,192
47,92,18,285
94,13,7,141
67,40,87,408
76,83,94,524
59,6,95,356
28,84,33,295
73,78,33,328
32,30,94,374
76,43,74,384
57,68,43,322
22,3,59,205
68,47,77,393
75,74,63,412
18,93,52,360
23,63,16,197
26,82,25,265
91,82,26,333
73,74,73,440
38,12,12,98
42,6,68,258
87,11,36,217
53,53,80,399
17,4,77,256
63,1,17,116
44,41,39,243
93,59,92,487
84,1,77,317
68,95,59,435
9,25,57,230
2,25,54,214
63,69,97,492
8,44,22,162
64,73,68,414
40,91,85,477
82,98,13,317
98,1,91,373
3,64,87,392
64,67,72,414
86,29,42,270
52,54,35,265
63,27,98,411
76,0,55,241
89,20,33,228
26,98,69,429
97,30,43,286
99,99,66,495
13,88,0,189
41,13,91,340
67,63,1,196
19,79,38,291
11,13,55,202
6,28,71,275
77,80,60,417
4,72,99,445
13,30,82,319
11,34,21,142
45,41,93,406
92,2,88,360
13,52,74,339
75,15,51,258
34,22,97,369
32,80,98,486
74,99,31,365
85,96,94,559
83,43,86,427
27,40,15,152
52,79,84,462
88,30,6,166
31,59,17,200
39,36,42,237
26,78,30,272
25,65,15,200
42,3,96,336
51,17,29,172
63,3,43,198
59,12,92,359
29,25,47,220
11,88,60,367
95,67,5,244
39,32,4,115
46,63,62,358
35,80,3,204
39,92,15,268
80,79,74,460
89,41,84,423
10,88,90,456
88,14,14,158
64,38,46,278
59,41,24,213
35,46,12,163
84,13,42,236
22,34,90,360
87,98,9,310
6,71,86,406
35,34,69,310
42,88,50,368
65,74,67,414
1,78,85,412
29,99,97,518
39,75,95,474
70,86,52,398
20,36,4,104
3,53,97,400
3,93,69,396
14,17,26,126
66,57,62,366
10,59,15,173
5,98,36,309
5,50,75,330
75,53,73,400
92,97,59,463
5,14,90,303
69,20,48,253
42,45,46,270
62,85,42,358
52,17,47,227
14,58,48,274
36,28,57,263
68,30,99,425
56,72,41,323
75,24,2,129
23,39,52,257
65,48,41,284
2,51,31,197
76,12,98,394
34,92,81,461
69,53,87,436
83,67,67,418
26,62,24,222
10,61,56,300
52,44,58,314
30,64,90,428
40,37,18,168
89,40,40,289
10,87,72,400
50,34,4,130
36,42,56,288
8,40,22,154
82,36,67,355
29,54,0,137
6,61,48,272
32,39,0,110
74,99,43,401
65,96,65,452
69,36,5,156
73,38,63,338
65,66,41,320
65,74,53,372
93,37,98,461
62,38,33,237
85,67,8,243
44,42,90,398
87,27,84,393
70,5,46,218
93,83,48,403
28,84,31,289
92,31,13,193
43,88,27,300
69,71,48,355
30,13,26,134
57,53,24,235
96,0,30,186
52,76,21,267
31,76,27,264
97,50,41,320
35,34,87,364
77,60,62,383
97,76,57,420
61,43,41,270
50,91,84,484
20,30,15,125
73,60,93,472
69,95,6,277
96,78,53,411
31,71,69,380
9,27,76,291
91,52,63,384
61,43,36,255
35,20,48,219
87,13,33,212
70,89,5,263
74,64,74,424
29,45,86,377
32,65,67,363
32,79,95,475
67,95,29,344
89,34,76,385
13,32,59,254
31,97,91,498
22,32,30,176
20,61,64,334
61,22,86,363
60,9,73,297
73,53,28,263
79,26,45,266
4,86,88,440
90,6,63,291
94,56,55,371
71,34,60,319
7,63,64,325
86,7,22,166
74,78,41,353
24,15,28,138
59,83,71,438
59,56,97,462
64,76,86,474
85,0,6,103
75,18,16,159
86,0,31,179
15,79,17,224
87,77,53,400
12,14,35,145
1,73,23,216
92,51,3,203
36,19,62,260
90,81,51,405
67,90,39,364
76,5,37,197
30,20,17,121
43,76,43,324
98,18,27,215
90,64,87,479
69,58,91,458
51,80,81,454
10,15,15,85
67,59,99,482
26,57,52,296
34,46,14,168
63,82,89,494
12,93,6,216
96,84,87,525
29,43,84,367
93,11,25,190
93,20,90,403
46,59,29,251
22,61,16,192
18,55,99,425
9,56,64,313
78,3,29,171
25,8,88,305
69,56,85,436
64,82,34,330
3,89,41,304
82,93,31,361
50,46,48,286
6,7,7,41
3,79,74,383
15,63,98,435
31,7,52,201
49,77,12,239
85,18,52,277
2,43,48,232
69,42,24,225
61,1,71,276
18,21,78,294
17,29,9,102
12,49,23,179
57,83,22,289
57,76,88,473
7,39,27,166
67,7,80,321
84,96,80,516
52,5,90,332
10,77,31,257
86,79,90,514
50,29,97,399
32,55,30,232
99,40,49,326
33,2,93,316
55,63,17,232
66,79,50,374
21,4,48,173
21,37,94,377
54,48,56,318
43,81,85,460
43,35,71,326
23,48,39,236
83,77,86,495
1,76,18,207
0,81,30,252
71,53,80,417
34,11,52,212
20,39,25,173
74,97,7,289
74,38,90,420
12,47,71,319
90,99,12,324
56,66,60,368
76,32,81,383
52,21,41,217
54,75,79,441
28,77,42,308
76,58,75,417
51,95,22,307
70,61,1,195
60,91,48,386
36,51,90,408
54,53,65,355
71,48,89,434
55,63,5,196
53,35,29,210
93,74,81,484
47,95,79,474
42,98,43,367
78,70,78,452
51,11,43,202
65,98,58,435
68,93,44,386
38,5,67,249
89,99,19,344
59,81,8,245
74,30,18,188
42,30,3,111
21,87,17,246
86,70,15,271
76,22,31,213
9,62,94,415
51,33,60,297
87,90,16,315
55,60,60,355
72,78,75,453
19,72,24,235
73,67,58,381
29,4,78,271
21,73,63,356
81,8,6,115
6,84,16,222
12,57,92,402
89,33,55,320
27,60,71,360
17,46,99,406
60,86,51,385
18,89,88,460
77,15,74,329
27,94,92,491
71,41,88,417
76,82,42,366
6,3,31,105
59,68,20,255
61,53,12,203
17,79,12,211
62,40,38,256
67,54,13,214
85,80,98,539
52,85,99,519
44,54,8,176
45,54,35,258
7,24,43,184
93,93,94,561
34,39,98,406
23,55,38,247
0,63,56,294
30,84,16,246
17,46,50,259
7,82,59,348
33,48,57,300
19,13,42,171
65,55,22,241
24,6,56,204
97,39,47,316
11,20,82,297
82,15,19,169
38,66,66,368
84,0,95,369
27,19,9,92
85,19,11,156
22,83,99,485
75,97,89,536
71,16,28,187
3,8,12,55
61,16,92,369
41,55,44,283
92,33,8,182
97,80,45,392
50,4,43,187
2,55,87,373
65,47,27,240
99,39,24,249
28,4,5,51
82,74,26,308
60,51,20,222
14,87,45,323
72,1,55,239
61,15,67,292
63,79,74,443
33,93,36,327
11,56,32,219
88,64,29,303
11,95,10,231
69,36,2,147
78,46,49,317
81,15,72,327
92,49,17,241
47,13,6,91
94,69,20,292
7,72,52,307
81,44,74,391
14,80,12,210
67,9,12,121
40,0,16,88
37,17,98,365
96,48,39,309
57,94,53,404
25,28,55,246
80,28,12,172
87,95,55,442
8,1,8,34
93,55,61,386
86,32,42,276
23,76,64,367
99,20,4,151
42,89,33,319
73,10,65,288
21,64,6,167
29,49,18,181
42,72,39,303
63,44,78,385
90,11,9,139
27,87,90,471
81,97,46,413
43,11,82,311
71,52,97,466
35,46,44,259
3,7,1,20
58,35,47,269
23,57,9,164
0,22,61,227
22,47,30,206
54,60,89,441
27,5,23,106
26,48,49,269
33,16,43,194
22,80,2,188
77,66,33,308
23,2,35,132
38,67,6,190
39,16,89,338
87,39,72,381
80,44,54,330
86,15,17,167
93,44,52,337
64,3,58,244
68,95,70,468
0,0,54,162
67,82,81,474
19,45,61,292
69,24,84,369
90,46,83,431
74,10,72,310
14,91,92,472
5,27,51,212
13,69,78,385
14,2,26,96
24,4,59,209
77,23,25,198
66,7,87,341
62,13,20,148
71,22,18,169
31,15,42,187
0,22,14,86
46,8,0,62
69,26,35,226
57,1,90,329
27,67,2,167
82,85,37,363
61,2,74,287
6,64,1,137
18,99,37,327
71,3,62,263
93,28,26,227
94,43,53,339
79,58,32,291
76,61,44,330
70,87,33,343
64,23,75,335
61,90,35,346
1,12,49,172
90,24,36,246
96,63,38,336
84,90,98,558
90,34,12,194
0,96,79,429
63,84,35,336
4,98,86,458
60,40,5,155
34,92,68,422
92,24,85,395
74,12,81,341
98,69,30,326
56,69,75,419
75,88,57,422
43,7,37,168
16,77,11,203
34,15,27,145
79,58,63,384
34,79,41,315
34,70,98,468
44,57,78,392
16,88,92,468
89,72,32,329
97,49,12,231
71,40,73,370
56,93,45,377
72,3,37,189
83,93,36,377
85,21,39,244
24,80,94,466
41,87,65,410
26,82,44,322
34,27,33,187
56,74,68,408
94,20,82,380
50,14,7,99
79,39,54,319
66,87,97,531
13,14,29,128
12,37,96,374
71,52,33,274
37,11,50,209
24,55,85,389
99,49,13,236
1,35,0,71
6,82,76,398
72,95,13,301
16,47,86,368
76,20,19,173
25,4,58,207
85,3,68,295
91,16,56,291
97,73,43,372
21,82,51,338
31,14,15,104
62,2,92,342
35,80,12,231
48,32,70,322
87,41,68,373
95,4,32,199
74,67,3,217
57,35,9,154
14,31,37,187
24,7,45,173
54,70,53,353
10,52,45,249
38,56,78,384
56,57,39,287
51,64,8,203
38,48,6,152
67,55,4,189
44,89,76,450
43,6,94,337
20,50,64,312
40,73,22,252
30,24,75,303
72,38,39,265
44,18,17,131
82,69,38,334
71,1,11,106
4,87,3,187
81,26,96,421
91,97,82,531
50,42,67,335
28,42,51,265
57,45,7,168
23,8,51,192
19,32,48,227
36,72,35,285
96,88,60,452
67,28,85,378
99,5,39,226
89,41,95,456
34,40,53,273
19,29,42,203
68,49,33,265
40,26,12,128
64,95,82,500
3,50,47,244
16,46,15,153
94,3,46,238
16,5,94,308
95,50,32,291
54,2,29,145
62,50,20,222
74,22,31,211
50,35,16,168
4,41,60,266
88,6,24,172
32,35,57,273
63,51,89,432
74,43,47,301
77,37,51,304
81,27,79,372
52,52,56,324
37,28,19,150
77,0,72,293
59,50,23,228
88,49,31,279
19,20,65,254
25,19,15,108
86,30,9,173
74,93,7,281
2,17,66,234
45,51,30,237
74,71,21,279
20,84,21,251
42,63,82,414
56,71,22,264
33,62,49,304
15,22,79,296
70,32,19,191
33,32,60,277
83,99,58,455
98,79,53,415
33,85,78,437
41,29,56,267
6,73,13,191
26,58,55,307
59,88,17,286
1,5,50,161
43,62,16,215
89,28,21,208
33,85,19,260
47,77,77,432
53,42,33,236
76,91,53,417
70,86,55,407
84,15,70,324
77,22,39,238
15,6,58,201
46,30,29,193
81,44,63,358
2,14,87,291
48,21,58,264
51,35,68,325
89,8,68,309
66,27,46,258
98,6,71,323
70,76,95,507
89,74,23,306
20,66,95,437
39,56,57,322
62,25,90,382
64,48,30,250
5,74,24,225
99,91,55,446
34,73,58,354
